event_id,info,args
a29c5338,"The system-initiated instruction event occurs when the game delivers instructions to the player. It contains information that describes the content of the instruction. This event differs from events 3020 and 3021 as it captures instructions that are not given in response to player action. These events are used to determine the effectiveness of the instructions. We can answer questions like ""did players who received instruction X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
05ad839b,This event occurs when the player clicks on the help button. It contains information about the state of the game that caused the player to seek help. This event is usually followed by a 3010 (system-initiated instruction) event. It helps identify points that players feel are too difficult.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""scale_contents"",""type"":""array->string"",""info"":""list of items on the scale after this event occurs from left to right\r\n[{‘id’: string - identifier of first bowl, ‘position’: {'x': integer, 'y': integer, 'stage_width': integer, 'stage_height': integer} - position of first bowl, ‘toy’: boolean - does this bowl have the toy in it?}, {‘id’: string - identifier of second bowl, ‘position’: {'x': integer, 'y': integer, 'stage_width': integer, 'stage_height': integer} - position of second bowl, ‘toy’: boolean - does this bowl have the toy in it?}, ...]""},{""name"":""resources"",""type"":""array->object"",""info"":""list of items in the resource area from left to right\r\n[{‘id’: string - identifier of first bowl, ‘position’: {'x': integer, 'y': integer, 'stage_width': integer, 'stage_height': integer} - position of first bowl, ‘toy’: boolean - does this bowl have the toy in it?}, {‘id’: string - identifier of second bowl, ‘position’: {'x': integer, 'y': integer, 'stage_width': integer, 'stage_height': integer} - position of second bowl, ‘toy’: boolean - does this bowl have the toy in it?}, ...]""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
26a5a3dd,"This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse, and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles), and determine which objects the player thinks are important.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object the mouse was hovering over""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
e04fb33d,"The end of system-initiated feedback (Incorrect) event occurs when the game finishes delivering feedback to the player in response to an incorrect round attempt (pressing the go button with the incorrect answer). It contains information that describes the content of the instruction. These events are used to determine the effectiveness of the feedback. We can answer questions like, how much time elapsed while the game was presenting feedback?""""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
28a4eb9a,"The end of system-initiated feedback (Incorrect) event occurs when the game finishes delivering feedback to the player in response to an incorrect round attempt (pressing the go button with the incorrect answer). It contains information that describes the content of the instruction. These events are used to determine the effectiveness of the feedback. We can answer questions like ""how much time elapsed while the game was presenting feedback?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
b1d5101d,This event occurs when the player clicks on the play again button.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
ea321fb1,"The system-initiated instruction event occurs when the game delivers instructions to the player. It contains information that describes the content of the instruction. This event differs from events 3020 and 3021 as it captures instructions that are not given in response to player action. These events are used to determine the effectiveness of the instructions. We can answer questions like, ""did players who received instruction X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
4d911100,"The end of system-initiated feedback (Correct) event occurs when the game finishes delivering feedback to the player in response to a correct round attempt (pressing the go button with the correct answer). It contains information that describes the duration and content of the instruction and will likely occur in conjunction with a beat round event. These events are used to determine the effectiveness of the feedback. We can answer questions like ""how much time elapsed while the game was presenting feedback?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
0db6d71d,"This event occurs when the player places a chest on one of the three pillars. It contains information about the chest that was placed, the correctness of the action, and where the placement occurred. This event is used to calculate accuracy and to diagnose player strategies and understanding.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""weight"",""type"":""int"",""info"":""weight of the chest that was placed""},{""name"":""destination"",""type"":""string"",""info"":""“heavy”, “heavier”, “heaviest” – pillar where the chest was placed""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the placement\ndictionary:\n{“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}""},{""name"":""correct"",""type"":""boolean"",""info"":""is this the correct pillar for this chest?""},{""name"":""pillars"",""type"":""array->int"",""info"":""list of chest weights placed on the pillars from left to right after the placement occurs""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the drag in milliseconds""},{""name"":""left"",""type"":""int"",""info"":""weight of chest on the left side of the scale after the event occurs""},{""name"":""right"",""type"":""int"",""info"":""weight of chest on the right side of the scale after the event occurs""},{""name"":""source"",""type"":""string"",""info"":""“left”, “right”, “heavy”, “heavier”, “heaviest”, “resources” – where the chest was picked up from""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
7423acbc,"The system-initiated feedback (Incorrect) event occurs when the game starts delivering feedback to the player in response to an incorrect round attempt (pressing the go button with the incorrect answer). It contains information that describes the content of the instruction. These events are used to determine the effectiveness of the feedback. We can answer questions like, did players who received feedback X do better than those who did not?""""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
736f9581,The start round event is triggered at the start of the game. It contains information about the layout of the activity.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""layout"",""type"":""object"",""info"":""dictionary describing the state of the gates at the start of the activity with row 1 being the top row of gates and empty used to indicate no gate in that position:\r\n{“row1”:[“empty”, “left”, “empty”],\r\n“row2”:[“right”, “left”, “left”], etc.}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
0d1da71f,"The end of system-initiated instruction event occurs when the game finishes delivering instructions to the player. It contains information that describes the content of the instruction including duration. These events are used to determine the effectiveness of the instructions and the amount of time they consume. We can answer questions like ""how much time elapsed while the game was presenting instruction?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
f7e47413,"The end of system-initiated instruction event occurs when the game finishes delivering instructions to the player. It contains information that describes the content of the instruction including duration. These events are used to determine the effectiveness of the instructions and the amount of time they consume. We can answer questions like, ""how much time elapsed while the game was presenting instruction?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""level"",""type"":""int"",""info"":""number of the current level when the event takes place or 0 if no level""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
e57dd7af,"The end of system-initiated feedback (Incorrect) event occurs when the game finishes delivering feedback to the player in response to an incorrect round attempt (pressing the go button with the incorrect answer). It contains information that describes the content of the instruction. These events are used to determine the effectiveness of the feedback. We can answer questions like ""how much time elapsed while the game was presenting feedback?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
3dcdda7f,"The system-initiated instruction event occurs when the game delivers instructions to the player. It contains information that describes the content of the instruction. This event differs from events 3020 and 3021 as it captures instructions that are not given in response to player action. These events are used to determine the effectiveness of the instructions. We can answer questions like, ""did players who received instruction X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
45d01abe,"The system-initiated feedback (Correct) event occurs when the game starts delivering feedback to the player in response to a correct round attempt (pressing the go button with the correct answer). It contains information that describes the content of the instruction, and will likely occur in conjunction with a beat round event. These events are used to determine the effectiveness of the feedback. We can answer questions like, ""did players who received feedback X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
6f4adc4b,"The system-initiated feedback (Correct) event occurs when the game starts delivering feedback to the player in response to a correct round attempt (pressing the go button with the correct answer). It contains information that describes the content of the instruction, and will likely occur in conjunction with a beat round event. These events are used to determine the effectiveness of the feedback. We can answer questions like, did players who received feedback X do better than those who did not?""""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
91561152,This event occurs when the player clicks on a filled bucket when prompted to select a bucket. It contains information about the bucket that was clicked and the correctness of the action. This event is used to calculate accuracy and to diagnose player strategies and understanding.,"[{""name"":""bucket"",""type"":""int"",""info"":""capacity of the bucket clicked""},{""name"":""buckets_placed"",""type"":""array->int"",""info"":""list of buckets placed under cauldrons from left to right""},{""name"":""target_bucket"",""type"":""int"",""info"":""capacity of the correct bucket""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the click\r\ndictionary:\r\n{“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}\r\n""},{""name"":""correct"",""type"":""boolean"",""info"":""is this the correct bucket?""},{""name"":""prompt"",""type"":""string"",""info"":""“bucket that holds the most”, “holds least”, etc. – the prompt given to the player""},{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
9554a50b,"This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse, and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles), and determine which objects the player thinks are important.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object or piece of art the player clicked on""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
37937459,This event occurs when the player clicks on the help button. It contains information about the state of the game that caused the player to seek help. This event is usually followed by a 3010 (system-initiated instruction) event. It helps identify points that players feel are too difficult.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""castles_placed"",""type"":""array->object"",""info"":""list of castles placed in the play area:\r\n[{“size”: integer – size of the first placed sand castle, “position”: dictionary – position of the first placed sand castle: {“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}}, {“size”: integer – size of the second placed sand castle, “position”: dictionary – position of the second placed sand castle: {“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}}, etc.]""},{""name"":""molds"",""type"":""array->int"",""info"":""list of the amount of sand in each mold from left to right""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
08fd73f3,"The beat round event is triggered when the player finishes a round. This event is used for calculating time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has completed (completion).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""the number of the round that has just been completed""},{""name"":""level"",""type"":""int"",""info"":""number of the current level when the event takes place or 0 if no level""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the round in milliseconds. Time between start round and beat round.""},{""name"":""round_target"",""type"":""object"",""info"":""\""size\"": size of item needed to pass round with 1 being the smallest size\r\n\""type\"": type of item being selected e.g. tub, water, soap\r\n\""animal\"": the animal the player is selecting an item for""},{""name"":""misses"",""type"":""int"",""info"":""the number of incorrect size objects clicked""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
6c930e6e,"The beat round event is triggered when the player finishes a round by correctly arranging the mushrooms and submitting the solution. This event is used for calculating time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has completed (completion).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the round in milliseconds. Time between start round and beat round.""},{""name"":""misses"",""type"":""int"",""info"":""the number of times the done button was pressed with the mushrooms in the wrong location""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
1325467d,"This event occurs when the player clicks on something that isn’t covered elsewhere. It can be useful in determining if there are attractive distractions (things the player think should do something, but don’t) in the game, or diagnosing players who are having mechanical difficulties (near misses).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the mouse click""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
2c4e6db0,"The start round event is triggered at the start of a round when a new arrangement of dinosaurs and houses is presented. This event provides information about the game characteristics of the round (i.e. resources, objectives, setup). It is used in calculating things like time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has visited (exposures).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""the number of the round that is about to start""},{""name"":""houses"",""type"":""array->int"",""info"":""list of house sizes from left to right\r\narray:\r\n[first house size, second house size, …]""},{""name"":""dinosaurs"",""type"":""array->object"",""info"":""a list containing information about the dinosaurs in the round ordered from left to right\r\narray containing dictionaries:\r\n[{“name”: string – name of first dinosaur, “size”:integer – size of first dinosaur}, {“name”: string – name of second dinosaur, “size”:integer – size of second dinosaur}, …]""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
c7f7f0e1,"The start game event is triggered at the very beginning of the level (after the game finishes loading, don't wait for intro movie to finish). This is used to compute things like time spent in game.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""version"",""type"":""string"",""info"":""identifier of the current version of the game being played""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
792530f8,This event occurs when the player clicks to pick up or begins dragging a bowl. It contains information about the bowl being moved and the state of the game area. This event is used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""shell_size"",""type"":""int"",""info"":""size of the shell being picked up""},{""name"":""position"",""type"":""int"",""info"":""position  the shell was picked up from with 1 being the far left shell""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \r\n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\r\n    the game screen coordinates of the mouse click""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
14de4c5d,"This event occurs when the player clicks on the go button to trigger the dinosaur to fly. It contains information about the distance selected, the correctness of the action, and where the click occurred. This event is used to calculate accuracy and to diagnose player strategies and understanding.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""distance"",""type"":""int"",""info"":""the distance the dinosaur will fly""},{""name"":""target_distances"",""type"":""array->int"",""info"":""list of target distances""},{""name"":""correct"",""type"":""boolean"",""info"":""was the correct distance selected when the event occurred?""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
532a2afb,"The start round event is triggered at the start of a round when the player is prompted to place the cauldrons and when the player is prompted to select a certain cauldron. This event provides information about the game characteristics of the round (i.e. resources, objectives, setup). It is used in calculating things like time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has visited (exposures).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""buckets"",""type"":""array->int"",""info"":""list of buckets available in the resource area""},{""name"":""target_bucket"",""type"":""int"",""info"":""capacity of the correct bucket (when selecting specified bucket or 0 in placing mode)""},{""name"":""mode"",""type"":""string"",""info"":""\""placing\"" or \""selecting\"" indicates if this round is for placing buckets or for selecting a specified bucket""},{""name"":""prompt"",""type"":""string"",""info"":""“bucket that holds the most”, “holds least”, etc. – the prompt given to the player""},{""name"":""round_number"",""type"":""int"",""info"":""the number of the round that is about to start""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
5348fd84,This event occurs when the player drags a bucket to the resource area. It contains information about the bucket being moved. The event should occur when the drag is released and the bucket is placed. These events are used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""bucket"",""type"":""int"",""info"":""capacity of the bucket being dragged""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the placement\ndictionary:\n{“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}""},{""name"":""buckets"",""type"":""array->int"",""info"":""list of buckets available in the resource area with 0 for missing buckets""},{""name"":""buckets_placed"",""type"":""array->int"",""info"":""list of buckets placed under cauldrons from left to right with 0 for missing buckets""},{""name"":""source"",""type"":""string"",""info"":""“left”, “middle”, or “right” – location the bucket was dragged from""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the drag in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
b74258a0,"The beat round event is triggered when the player finishes a round by successfully balancing the carts and submitting the solution. This event is used for calculating time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has completed (completion).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the round in milliseconds. Time between start round and beat round.""},{""name"":""misses"",""type"":""int"",""info"":""the number of times the done button was pressed with the carts unbalanced""},{""name"":""left"",""type"":""array->object"",""info"":""list of crystals placed in the left mine cart:\n{“id”: string – unique identifier of the crystal, “weight”: integer – weight of the crystal}""},{""name"":""right"",""type"":""array->object"",""info"":""list of crystals placed in the right mine cart:\n{“id”: string – unique identifier of the crystal, “weight”: integer – weight of the crystal}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
8af75982,This event occurs when the player places a bowl of snacks on the plate. It contains information about the bowl that was placed where the bowl was picked up from and the correctness of the action. This event is used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""source"",""type"":""string"",""info"":""\""scale\"" or \""resources\"" where the bowl was picked up from""},{""name"":""bowl_id"",""type"":""int"",""info"":""identifier of the bowl being placed. corresponds with id in start round event""},{""name"":""position"",""type"":""int"",""info"":""position where the bowl was picked up from with 1 being the left side of the scale or resource area""},{""name"":""scale_contents"",""type"":""array->string"",""info"":""list of items on the scale""},{""name"":""correct"",""type"":""boolean"",""info"":""does this bowl have the toy in it?""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\n    the game screen coordinates of the mouse click""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
37c53127,"The beat level event is triggered when a level has been completed and the player has cleared all rounds in the current layout (occurs at the same time as the beat round event for the last round in the previous level). This event is used for calculating time spent in a level (for speed and accuracy), and the number of levels the player has completed (completion).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""level"",""type"":""int"",""info"":""the number of the level that has just beat""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the level in milliseconds. Time between start level and advance level.""},{""name"":""misses"",""type"":""int"",""info"":""the number of incorrect sized items clicked""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
04df9b66,"The system-initiated feedback (Incorrect) event occurs when the game starts delivering feedback to the player in response to an incorrect round attempt (pressing the go button with the incorrect answer). It contains information that describes the content of the instruction. These events are used to determine the effectiveness of the feedback. We can answer questions like, ""did players who received feedback X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
